messsystem;filtercase;datei;Sa;Sq;Sp;Sv;Sz;Ssk;Sku;Sdr;Sdq;Sal;Str;Sk;Spk;Svk;Smr1;Smr2;Sxp;Vmp;Vmc;Vvv;Vvc;
Nanofocus;vergleich;WSP00_L14_S1.nms;0.2899185025616605;0.36717497332580945;2.0245744368179035;1.8949920059111414;3.919566442729045;0.07931472617226058;3.2982638994461437;7.874397718202686;0.4234412905807514;4.350692267631745;0.054258619205670156;0.9362128458164791;0.38444632447827276;0.35940330641778845;10.35195584541243;90.99338869704212;0.7496075280530723;0.01910234648861444;0.32099171245532304;0.04067907812993824;0.4473609753013392;
Nanofocus;vergleich;WSP00_L14_S2.nms;0.22344234654755765;0.2830997035932336;1.943057679382136;1.7469984682948856;3.6900561476770215;0.21834085809085685;3.356489067595372;4.09350727793365;0.29358306237388565;2.5246339547099494;0.03202653941710692;0.7245933287503601;0.31725810239027724;0.25151274422654896;10.358606334907622;91.26196880206413;0.5913849150543343;0.015794179450890063;0.250590030545699;0.029282854519557748;0.3476787870911736;
Nanofocus;vergleich;WSP00_L1_S1.nms;0.25327948415072893;0.32007477570475434;1.8361964463395068;1.669006312434711;3.505202758774218;0.2912250311709399;3.2810866479090137;3.317788209837702;0.2610121264029276;3.9877276676759346;0.04722379172394107;0.8117891038306471;0.3722756005710968;0.26414779175770225;11.36115687167974;91.77317977102345;0.6993367676995987;0.018235107709685606;0.27892843898530784;0.03192079810176003;0.40363967047453414;
Nanofocus;vergleich;WSP00_L1_S2.nms;0.39248554435132477;0.5097728664617596;3.3333365407220397;2.5020168181805755;5.835353358902616;0.5164588824268544;3.951535865114975;17.801035870309654;0.6572209011389586;1.3232745280900142;0.020941728590231894;1.1679016200406216;0.7056469984896631;0.44646502217640366;13.624201401825136;91.38388935355434;1.1934524923643834;0.03411998384407447;0.4161413384579177;0.05002205065817637;0.6449009360259672;
Nanofocus;vergleich;WSP00_L44_S1.nms;0.31448583410949393;0.40456307297890504;2.4361440198659756;1.9347554599700059;4.370899479835981;0.6655938477988323;3.8517841915224844;10.694198904270792;0.4965113901533149;2.1777875997348577;0.034576843242671566;0.9572102770527628;0.5849101873796666;0.2766612955791666;13.399086079883979;92.71112286579256;0.9867537092503533;0.02838003207508878;0.3376833832269955;0.034466472377884076;0.5239520623105747;
Nanofocus;vergleich;WSP00_L44_S2.nms;0.23618967399997853;0.29990701611131987;1.7662183358821646;1.684955301401423;3.4511736372835875;0.4196712633115993;3.4490784869772586;5.404978545105732;0.33954426330446097;2.375546339172664;0.039190877044964954;0.7503779972355756;0.3791608434361986;0.23416643496061207;11.82029851338533;92.36578317010827;0.6829546335006798;0.01862186152691205;0.25820302515640436;0.028178939751194978;0.38036767403683897;
Keyence;vergleich;WSP03_L13_S1.sdf;WSP03_L13_S1.nms;0.699097567546293;0.8760186600490442;3.341183602445877;3.2439457580900593;6.5851293605359364;0.07618881147238804;2.9452198492738173;1.5336821367807563;0.14303329837406717;11.600198490656332;0.10826802218004386;2.2922708666922516;0.8727554227574462;0.7821639665461114;9.834804787857264;90.77255951586359;1.7764270022561883;0.04376494387401156;0.7909362266875246;0.09494819014017411;1.0768040430668209
Keyence;vergleich;WSP03_L13_S2.sdf;WSP03_L13_S2.nms;0.7141271902702726;0.9123087863832365;3.7957404420023013;4.522903462437773;8.318643904440075;-0.1483145492030574;3.406385766288008;1.322683920028922;0.1271386620557014;17.336544594789608;0.12910378077376297;2.263629234576794;0.8828868884824813;1.048591904326429;9.770648849242775;89.5558265277571;1.7571277813783568;0.044363366144975866;0.7929090701879034;0.11332664152417252;1.0632301066561214
Keyence;vergleich;WSP03_L14_S1.sdf;WSP03_L14_S1.nms;0.6639232155115367;0.8318405078351394;2.9779840601148724;3.441359746230443;6.419343806345315;0.010228973358297621;2.9213708960712577;1.5554946649353196;0.14506453812877126;10.183349230221031;0.09688597000329241;2.174552714399476;0.7867870491722511;0.7743474912849282;9.775563162595457;90.50602368611871;1.6544698648802358;0.03953392840963969;0.7519426988456273;0.0929738189114118;1.018704958131684
Keyence;vergleich;WSP03_L14_S2.sdf;WSP03_L14_S2.nms;0.7089645588749144;0.8960094033034051;3.7318446019435836;3.92797018595965;7.659814787903233;-0.17578596785034636;3.1727995345360345;1.3229157750142218;0.1276262700468031;17.262254620791946;0.05207258934075887;2.291950932077503;0.7909993797485515;0.9873937618282015;9.12550994669521;89.62874921063758;1.6796086411456734;0.04025971474233442;0.7997074002360378;0.10981629708175725;1.0518997292906525
Keyence;vergleich;WSP03_L1_S1.sdf;WSP03_L1_S1.nms;0.8144756494354691;1.0177395936357856;3.6082818741853995;3.682197698187742;7.290479572373141;0.01087467129197229;2.8814661385965503;1.771992239054776;0.15945406992887612;12.929349521145333;0.1373598418636373;2.683444322138753;0.9479640924344639;0.9285535924450808;9.469290995929043;90.53263199100448;2.008001323965096;0.04800059006239071;0.9282837621634334;0.11244012807824634;1.2437688479822844
Keyence;vergleich;WSP03_L1_S2.sdf;WSP03_L1_S2.nms;0.6875931000774814;0.8620494141002558;3.1944702434207817;3.662963992801983;6.8574342362227645;-0.05304102410010658;2.9405943178095155;1.3911192597653166;0.13259418734181833;12.807006892155709;0.02318079687933016;2.2510886008610336;0.7778749179995769;0.8437121480579914;9.45246836859961;90.16603122986757;1.6685341833617722;0.039361556260155334;0.7805462514836093;0.0993320054769717;1.043736921358604
Keyence;vergleich;WSP03_L40_S1.sdf;WSP03_L40_S1.nms;0.6273178098971119;0.7863900435882664;3.250793374084735;2.820808720939181;6.071602095023916;-0.017337050673214952;2.927408615650869;1.4497163533623736;0.13748872494367703;10.450161873807607;0.139289012053754;2.0529312679852736;0.7356121709798115;0.7552689724699281;9.492746444800963;90.26075012584097;1.5506725612395973;0.03721900740581532;0.7108521884002537;0.08923867978881972;0.9547704494621804
Keyence;vergleich;WSP03_L40_S2.sdf;WSP03_L40_S2.nms;0.7868575810934213;1.0113937570471836;4.838475225439757;5.08364182501285;9.922117050452608;-0.1363594900071462;3.6326228054909575;1.5226572421274565;0.14248621693681182;18.46039364359469;0.13628090735906573;2.4842468350404956;1.0284729662112466;1.1704291695838;9.76716130801593;89.54669845079296;1.9596830028388914;0.05159766669590204;0.8690749229960101;0.1251715142818156;1.1692257523294738
Keyence;vergleich;WSP00_L13_S1.sdf;WSP00_L13_S1.nms;0.6836963375638935;0.9011940091969213;5.039614781689184;5.079076840658155;10.118691622347338;-0.1380309093790666;4.769186264812074;1.385141829886205;0.13216395822872362;18.20630911513174;0.5317676097167756;2.113723997871291;1.0179356937772879;1.1205214172398288;10.04218886681721;89.75469241922993;1.7350615276409616;0.05090906695162379;0.7395320075458177;0.1117807639177849;1.0052339378486692
Keyence;vergleich;WSP00_L13_S2.sdf;WSP00_L13_S2.nms;0.9083685422823052;1.3074703897890165;9.919878987215963;11.235714979059809;21.155593966275774;-0.4892458193538207;9.228932255578401;1.8315672955554252;0.16537080333340867;22.473642807316637;0.8404622240595239;2.570940395844543;1.6954355054257466;2.034663922671259;10.015760435147445;88.36897326705517;2.2994070153325312;0.08469448712392039;0.918205252698963;0.18377577737303313;1.2297222701404786
Keyence;vergleich;WSP00_L14_S1.sdf;WSP00_L14_S1.nms;0.6841384607111092;0.8657212417910075;3.3406982060466373;4.022097086565281;7.362795292611918;-0.16106312473012094;3.209753742156716;1.3221616378422452;0.12726223069958995;14.926713044792901;0.43784451311730926;2.208738572934225;0.772257678845087;0.9550033259976487;9.441041648226868;89.83343082815593;1.6451401452215235;0.03916818542709858;0.7678660465777363;0.10540992321070254;1.0251955679061229
Keyence;vergleich;WSP00_L14_S2.sdf;WSP00_L14_S2.nms;1.0795702166414909;1.5327543402999533;10.8294987505278;10.562392041463765;21.391890791991564;0.05103703625707088;7.980393576639145;2.7565477237539993;0.2156157882373764;20.259660919784324;0.6700889777140401;3.0728367637318112;2.202974090687363;2.171430203010025;10.224926121761643;88.49527285808425;2.9129893623923975;0.11068338204292802;1.097561279770675;0.20332202974109825;1.4829424181888318
Keyence;vergleich;WSP00_L1_S1.sdf;WSP00_L1_S1.nms;0.6646998544666172;0.839308587252382;3.4295379706728317;3.51327433009675;6.942812300769582;-0.09342394474907668;3.116314159045806;1.4395781858319356;0.1362655336774476;12.929156194011783;0.48190641337038836;2.147979521633801;0.777668689813282;0.8793183110008345;9.533678503737336;89.84189472557122;1.6132732359718456;0.03937259192016205;0.7498748767953305;0.0994757823220368;0.9999221999628988
Keyence;vergleich;WSP00_L1_S2.sdf;WSP00_L1_S2.nms;0.7107631671856506;0.9594184745004544;6.154822398963665;5.53785479359734;11.692677192561005;-0.0013107828753262068;6.294968931790717;1.191702773891734;0.11664874807903527;22.33638019165939;0.6435275060694545;2.16681024342124;1.171071550762899;1.222799127490149;9.708162556152258;89.41099084667796;1.76164452156052;0.05833947457819089;0.7572265418548498;0.12058301289757413;1.0180728876020286
Keyence;vergleich;WSP00_L44_S1.sdf;WSP00_L44_S1.nms;0.9189364202769778;1.189970933569082;5.338376272090428;6.469005665598792;11.80738193768922;-0.33163047076090413;4.00140179771113;1.8986775866973504;0.1664168712694296;18.187755052120245;0.692439238665207;2.8704105106216007;1.1299085486785643;1.51553205217439;9.469008428986074;89.08155214659604;2.205305006530518;0.056936928007898645;1.0126212143152329;0.1556895516142321;1.3385829488231584
Keyence;vergleich;WSP00_L44_S2.sdf;WSP00_L44_S2.nms;0.8948533421527061;1.2256584101351844;8.442384265634848;6.473888256761313;14.916272522396161;0.5548563656389192;6.135768838333051;2.015027341284803;0.1746574289124943;17.483954669631455;0.5667638802865759;2.6193420550831634;1.9022601286545797;1.3917112573499633;10.404367864636837;88.76026547047753;2.6105749145211625;0.09607453038443145;0.9379042196123271;0.1444438160930404;1.2746262790113778
